;Connaissance;Transformée de Fourier: en temps continu et en temps discret, DFT.;;
;Connaissance;Transformée de Laplace, Transformée en Z. ;;
;Connaissance;Réponse fréquentielle, diagramme de Bode, densité spectrale ;;
;Connaissance;Fonction de transfert;;
;Connaissance;Filtres de 1er ordre et 2nd ordre;;
;Connaissance;Filtrage adapté;;
;Connaissance;Théorème de l'échantillonnage;;
;Connaissance;Signal déterministe, Système Linéaire Temporellement Invariant (SLTI), analyse temporelle et fréquentielle, Transformées, Echantillonnage;;
;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C1;
;Capacité;Détecter un signal par filtrage adapté;;
;Capacité;Filtrer un signal;;
;Connaissance;Corrélation entre les signaux, autocorrélation, intercorrélation;;
;Connaissance;Opération de convolution;;
;Connaissance;Filtres de 1er ordre et 2nd ordre;;
;Connaissance;Filtrage adapté;;
;Connaissance;Filtrage, Matlab, FDATool;;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
;;"C3.1 ""Se connaitre, se gérer physiquement et mentalement""";M1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M1;
TC-3-CMN;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Manipuler des codes numériques ;;
;Capacité;Mettre en œuvre des codeurs source/canal ;;
;Connaissance;Codage de l'information, Algèbre de Boole, Logique combinatoire et logique séquentielle;;
;Connaissance;Codage de source : Théorème du codage de source, codage Shannon-Fano, codage de Huffman, codage Arithmétique, codage RLS et codage LZW ;;
;Connaissance;Codage de canal  : Théorème du codage de canal, codes groupes (Hamming), codes cycliques (BCH), codes convolutifs.;;
;;"C2.8 ""Opérer, analyser, améliorer des systèmes numériques""";C2;
;Capacité;Analyser des systèmes logiques ;;
;Capacité;Evaluer les performances d'une modulation numérique ;;
;Capacité;Analyser la structure d'un modulateur numérique.;;
;Connaissance;Principe des modulations numériques, critères d'évaluation ;;
;Connaissance;Modulation des signaux numériques: par déplacement d'amplitude (MDA), de phase (MDP) et de fréquence (MDF) et modulation QAM. ;;
;Connaissance;Structure des modulateurs et démodulateurs.;;
;;"C2.1 ""spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C1;
;Capacité;Dimensionner et évaluer des codeurs (source/canal);;
;Capacité;Réaliser une modélisation et une analyse fonctionnelles d'un système de transmission numérique;;
;Connaissance;Codage de source, codage de canal ;;
;Connaissance;Modulation des signaux numériques: par déplacement d'amplitude (MDA), de phase (MDP) et de fréquence (MDF) et modulation QAM. ;;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M1;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M1;
TC-3-T-ACM;;"C2.1 ""spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C2;x
;Capacité;Evaluer la qualité d'un signal reçu;;
;Capacité;Evaluer les principaux paramètres des différentes modulations analogiques;;
;Connaissance;Diagramme de rayonnement;;
;Connaissance;Modèle d'un canal radio en espace libre et avec 1 réflexion;;
;Connaissance;Caractéristiques des antennes;;
;Connaissance;Caractéristiques des différentes techologies de modulation;;
;Connaissance;Fonctionnement d'une antenne;;
;Connaissance;Gain;;
;Connaissance;Propagation en espace libre;;
;Connaissance;Modèle à 2 raies;;
;Connaissance;Bilan de liaison;;
;Connaissance;Modulation analogique;;
;Connaissance;Modulation d'amplitude;;
;Connaissance;Modulation de fréquence;;
;Connaissance;SNR;;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M1;
TC-3-H-CTC;;"C3.6 ""Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive""";C2;
;Capacité;Analyser les dimensions technique, sociologique et économique des télécommunications;;
;Capacité;Réaliser une recherche documentaire;;
;Capacité;Réaliser une présentation adaptée à la cible;;
;Connaissance;Acquérir une culture générale du secteur des télécoms;;
;Connaissance;Culture générale, communication orale, recherche documentaire;;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M2;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
TC-3-H-ANG;;"C3.7 ""Travailler dans un contexte international et interculturel""";C3;
;capacité;comprendre des documents authentiques audio-visuels;;
;;parler d'un phénomène de société OU;;
;;parler d'un phénomène culturel OU;;
;;parler d'un phénomène scientifique;;
;;avoir une conversation adaptée au niveau ciblé;;
;;comprendre des documents authentiques écrits;;
;;produire divers types de textes;;
;connaissance;mettre en œuvre la Grammaire et le vocabulaire présentés en cours;;
;;comprendre et mettre en œuvre les codes linguistiques sociaux propres aux divers registres et cultures;;
TC-3-H-SPO;;"C3.1 ""Se connaitre, se gérer physiquement et mentalement""";C3;
;Capacités;????;;
;Connaissance;????;;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";C3;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";C1;
;;"C3.4 ""Faire preuve de créativité, innover, entreprendre""";C2;
;;"C3.5 ""Agir de manière responsable dans un monde complexe"" ";C2;
;;"C3.6 ""Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive""";M1;
;;"C3.7 ""Travailler dans un contexte international et interculturel""";M1;
TC-3-T-TSA;;"C2.1 ""Spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Etre capable de modéliser et de concevoir un filtre numérique;;
;Capacité;Etre capable d'analyser les propriétés/caractéristiques des filtres numériques;;
;Connaissance;Les principes du filtrage numérique;;
;Connaissance;Les méthodes pour le calcul des filtres numériques;;
;Connaissance;Les contraintes liées à l'environnement numérique;;
;Connaissance;les méthodes d'évaluation des performances des filtres numériques;;
;Connaissance;Signaux et système, filtres numériques, échantillonnage;;
;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Etre capable d'implémenter un filtre numérique sur un DSP;;
;Capacité;Etre capable d'utiliser des logiciels de simulation pour simuler / évaluer des filtres numériques;;
;Connaissance;Les techniques d'implémentation des filtres numériques ;;
;Connaissance;La mise en œuvre d'un système de développement pour DSP;;
;Connaissance;Structure des filtres numériques,  DSP;;
;;"C1.2 ""Développer une démarche expérimentale""";M2;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M1;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
TC-3-T-TPS;;"C2.1 ""spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Réaliser des mesures expérimentales ;;
;Capacité;Savoir utiliser et manipuler l'instrumentation de laboratoire (générateurs de signaux, oscilloscope, analyseur de spectre) ;;
;Capacité;Analyser en temps et en fréquence un signal analogique ou numérique;;
;Capacité;Implanter des filtres numériques sur des systèmes temps réel;;
;Capacité;Caractériser des modulations analogiques (AM et FM), fréquences, puissances (porteuses et modulant), taux de modulation, excursion en fréquence ;;
;Capacité;Modéliser et caractériser des modulations numériques (BPSK,QPSK, MPSK) sous Simulink ;;
;Capacité;Démoduler numériquement un signal FM ;;
;Capacité;Faire un bilan de liaison d'une chaine de transmission radio;;
;Connaissance;Mesures et analyse de signaux , DSP d'un bruit blanc;;
;Connaissance;Caractérisation d'un système (réponse impulsionnelle et fréquentielle);;
;Connaissance;Techniques d'implantation de filtres en temps réel (ligne à retard, buffer circulaire, trame);;
;Connaissance;Etude d'un signal radio, caractéristiques d'une antenne, bilan de liaison, pertes, diagramme de rayonnement.;;
;Connaissance;Paramètres d'une modulation numérique: rapidité de modulation, débit, filtres de mise en forme, constellation, diagramme de l'oeil, EVM;;
;Connaissance;FDATool, Simulink USRP radio, GNU Radio companion, Analyse spectrale;;
;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Synthétiser et implanter des filtres numériques sur DSP Texas Instrument;;
;Capacité;Synthétiser et implanter des filtres numériques sur FPGA en VHDL;;
;Capacité;Maitriser un environnement de développement et de test pour DSP (Code Composer Studio, Matlab).;;
;Capacité;Maitriser un environnement de développement et de test pour FPGA (Altera, Matlab, Simulink).;;
;Capacité;Configurer des cartes de transmission radio (USRP, Dongle USB RTL-SDR radio) ;;
;Capacité;Manipuler des systèmes de développement radio logicielle (GNU Radio, Communications System Toolbox Support Package for USRP Radio). ;;
;Capacité;Etudier un récepteur FM conçu dans un environnement de radio logicielle;;
;Connaissance;Mesures et analyse de signaux , DSP d'un bruit blanc;;
;Connaissance;Caractérisation d'un système (réponse impulsionnelle et fréquentielle);;
;Connaissance;Techniques d'implantation de filtres en temps réel (ligne à retard, buffer circulaire, trame);;
;Connaissance;Etude d'un signal radio, caractéristiques d'une antenne, bilan de liaison, pertes, diagramme de rayonnement.;;
;Connaissance;Paramètres d'une modulation numérique: rapidité de modulation, débit, filtres de mise en forme, constellation, diagramme de l'oeil, EVM;;
;Connaissance;DSP, FPGA,  VHDL,Matlab, FDATool, Antenne;;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
;;"C1.2 ""Développer une démarche expérimentale""";M2;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
;;"C3.1 ""Se connaitre, se gérer physiquement et mentalement""";M1;
TC-3-I-ELP;;"C2.3 ""Spécifier, concevoir et modéliser des algorithmes et des programmes informatiques""";C2;x
;Capacité;Traduire l'énoncé mathématique d'un problème en un programme fonctionnel;;
;Capacité;Structurer des programmes java et python;;
;Capacité;Choisir de coder pour des comportements plutôt que pour des objets particuliers;;
;Connaissance;Principe de récurrence, structures de données récursives (listes, arbres),;;
;Connaissance;Polymorphisme (en java),;;
;Connaissance;Duck typing (en python),;;
;;"C2.7 ""Mettre en œuvre, réaliser, développer, déployer des programmes informatiques""";C2;
;Capacité;Exécuter de manière asynchrone un flot de fonctions en javascript;;
;Capacité;Exécuter des tâches en concurrence en go.;;
;Capacité;Prototyper un flot de traitements de données en python.;;
;Connaissance;Callback et promesse javascript, goroutine et channel,;;
;Connaissance;Visualisation de données avec NumPy, SciPy et matplotlib.;;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";M1;
TC-3-R-PRS;;"C2.6 ""Mettre en œuvre, réaliser, développer, déployer  des réseaux et des protocoles""";C3;
;Capacité;Concevoir et développer une couche réseau transport adaptée à des scénarios donnés;;
;Connaissance;Couche transport: rôle, mécanismes de base, services offerts;;
;Connaissance;Les protocoles TCP et UDP;;
;Connaissance;Les notions de contrôle de flux et contrôle de congestion;;
;Connaissance;Principe de contrôle de bout en bout;;
;Connaissance;Couche transport, controle congestion, TCP, UDP;;
;;"C2.7 ""Mettre en œuvre, réaliser, développer, déployer des programmes infomatiques""";C3;
;Capacité;Implanter des architectures réseau en utilisant l'API Sockets;;
;Connaissance;Concept de socket;;
;Connaissance;Appels système;;
;Connaissance;Architecture client-serveur;;
;Connaissance;API Socket, architecture client-serveur;;
;;"C1.2 ""Développer une démarche expérimentale""";C2;
;Capacité;Adapter les parametres d'une couche transport à des scénarios donnés;;
;Capacité;Mesure du debit d'une connexion TCP;;
;Connaissance;Evaluation de performances, tests, mesures;;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M2;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
TC3-I-WEB;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";C2;
;Capacités;????;;
;Connaissances;????;;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";C2;
;;"C2.3 ""Spécifier, concevoir et modéliser des algorithmes et des programmes informatiques""";C2;
;;"C2.7 ""Mettre en œuvre, réaliser, développer, déployer des programmes infomatiques""";C2;
;;"C2.9 ""Conduire des projets dans le domaine du numérique""";C1;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";C1;
;;"C2.6 ""Mettre en œuvre, réaliser, développer, déployer  des réseaux et des protocoles""";M2;
;;"C1.2 ""Développer une démarche expérimentale""";M1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M1;
TC-3-P-PTIR;;"C1.3 ""Mettre en œuvre une démarche scientifique""";C3;
;Capacités;????;;
;Connaissances;????;;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";C3;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";C2;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";C1;
;;"C1.2 ""Développer une démarche expérimentale""";C1;
;;"C2.1 ""Spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C1;
;;"C2.3 ""Spécifier, concevoir et modéliser des algorithmes et des programmes informatiques""";C1;
;;"C3.1 ""Se connaitre, se gérer physiquement et mentalement""";C1;
;;"C3.4 ""Faire preuve de créativité, innover, entreprendre""";C1;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
;;"C3.5 ""Agir de manière responsable dans un monde complexe"" ";M1;
;;"C3.6 ""Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive""";M1;
TC-3-P-ASDS;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";C3;
;Capacité;Savoir trouver des documents pertinents et fiables par rapport à un problème posé;;
;Capacité;Analyser la structure et le contenu des différents documents scientifiques;;
;Capacité;Savoir situer un résultat dans un état de l'art;;
;Capacité;Réaliser une étude bibliographique sur un sujet de recherche récent;;
;Capacité;Présenter des résultats scientifiques à l'écrit, à l'oral et sous forme de poster;;
;Connaissance;Connaitre des différents types de documents scientifiques, savoir comment ils sont élaborés et être capable d'évaluer leur fiabilité;;
;Connaissance;Connaitre la structure des différents documents scientifiques;;
;Connaissance;Savoir où et comment chercher un document pertinent sur un sujet donné;;
;Connaissance;Connaitre des règles de présentation de résultats scientifiques;;
;;"C3.1 ""Se connaitre, se gérer physiquement et mentalement""";C2;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M3;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";M3;
;;"C1.2 ""Développer une démarche expérimentale""";M2;
TC-3-P-DRE;;"C3.6 ""Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive""";C2;
;Capacités;????;;
;Connaissances;????;;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";C1;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";C1;
TC-3-P-PRJ;;"C2.9 ""Conduire des projets dans le domaine du numérique""";C2;
;Capacité;Gérer un projet agile en mode iteratif;;
;Capacité;Gérer un projet en flux de fonctions;;
;Capacité;Estimer les tâches d'un projet;;
;Capacité;Accompagner un client dans un projet;;
;Connaissance;Cycle agile Scrum;;
;Connaissance;Flux agile Kanban;;
;Mots-clés;Gestion de projet, développement agile;;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";C2;
;capacité;Prendre le lead d'un projet;;
;capacité;Interagir avec une équipe, un client;;
;connaissance ;Artistes et specifieurs;;
;connaissance ;Marshmallow Challenge;;
;;"C3.6 ""Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive""";M1;
TC-3-TIP;;"C2.1 ""Spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C3;
;Capacité;Modéliser un signal continu ou discret par un signal approximant;;
;Capacité;Modéliser le système phonatoire et le système auditif pour analyser et synthétiser la parole et l'audio;;
;Capacité;Etant donné une problématique (segmentation ou débruitage ou identification ou autre), concevoir une chaîne de traitement d'images pour résoudre cette problématique;;
;Connaissance;Caractéristiques principales des espaces de représentations des signaux et des images;;
;Connaissance;Approximation optimale des signaux et des images;;
;Connaissance;Compréhension de la transformée en ondelettes et de l'analyse multi-résolution;;
;Connaissance;Traitements de base pour les images;;
;Connaissance;Espace de Hilbert, Transformée de Fourier, Transformée Cosinus, Transformée en ondelettes, ;;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";C3;
;Capacité;Analyser (comprendre la chaîne de traitement, identifier les différentes briques) les standards de compression de la parole, de l'audio, des images et des vidéos;;
;Capacité;Concevoir une chaîne de compression de la parole, de l'audio, des images et des vidéos;;
;Connaissance;Approximation optimale des signaux et des images;;
;Connaissance;Techniques de quantification et de codage parole, audio, image 2D et vidéo;;
;Connaissance;Standards de compression de parole, audio, image et vidéo;;
;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Mettre en oeuvre les techniques d'analyse multirésolution des signaux et des images;;
;Capacité;Réaliser une chaîne logicielle de traitement d'image en utilisant des outils tels que MATLAB ou STARLING;;
;Connaissance;Méthodologies d'analyse et de synhèse de la parole et de l'audio;;
;Connaissance;Techniques de quantification et de codage parole, audio, image et vidéo;;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M2;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M2;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M2;
;;"C1.2 ""Développer une démarche expérimentale""";M1;
TC-4-T-CNA;;"C2.1 ""spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C3;
;Capacité;Concevoir un système de transmission numérique (point à point) suivant une démarche cohérente et validée, adapté à un canal de transmission;;
;Capacité;Optimiser des blocs d'un système de transmission en sachant démontrer ses performances, par la théorie;;
;Connaissance;Modèle théorique en bande de base d'un système de transmission;;
;Connaissance;Modèle d'un canal radio en bande de base;;
;Connaissance;Méthodes d'évaluation des performances d'un système de transmission;;
;Connaissance;Techniques de transmission en canal réel : codage canal, égalisation, diversité, étalement de spectre, multi-porteuses, MIMO;;
;Connaissance;Communications numériques, traitement du signal, codage, égalisation, étalement de spectre, multi-porteuses, MIMO;;
;;"C2.5 ""Mettre en oeuvre, réaliser, développer, déployer des systèmes de transmission et de traitement des signaux/images/données""";C2;
;Capacité;Simuler un système de transmission simple sous Simulink (Matlab);;
;Connaissance;Fonctions principales d'une chaine de transmission complète en point à point;;
;Connaissance;Rôle et mise en œuvre des différentes fonctions élémentaire de la chaine de traitement;;
;Connaissance;Simulink, modélisation, performance  ;;
;;"C1.4 ""Mettre en perspective les connaissances scientifiques avec l'évolution des savoirs et des technologies""";C2;
;Capacité;Analyser un standard : identifier les différentes fonctions et leurs rôles;;
;Capacité;Comprendre les nouvelles technologies;;
;Capacité;Anticiper sur les évolutions technologiques à venir pour les systèmes radio;;
;Connaissance;Standards radio (couche PHY) : Wifi, GSM, UMTS, LTE,…;;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M2;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";M2;
;;"C1.1 ""Résoudre les questions posées par un problème scientifique en étant conscient des limites""";M1;
;;"C1.3 ""Mettre en œuvre une démarche scientifique""";M1;
;;"C1.5 ""Identifier, formuler et résoudre un problème d'ingénierie complexe""";M1;
TC-4-T-PSC;;"C2.1 ""spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données""";C3;
;Capacité;Utiliser un environnement de développement nouveau, type matlab, labview, gnu radio.;;
;Capacité;Dans le but de concevoir un émetteur/récepteur respectant un ensemble de critères techniques précisé par le cahier des charges ou une norme à respecter, savoir établir un découpage fonctionnel du projet. ;;
;Capacité;"Approfondir un point technique particulier pour être capable de concevoir et développer un programme réalisant la fonction concernée (simulation et/ou implémentation physique sur PC ou système embarqué). Ceci peut impliquer de modéliser un phénomène physique; identifier les entrées/sorties pertinentes et les relations entre elles; développer un algorithme; mettre au point une procédure de test de la fonction.";;
;Connaissance;radio logicielle, multipaths, OFDM;;
;;"C1.2 ""Développer une démarche expérimentale""";C3;
;Capacité;Concevoir un banc de test permettant de mettre en évidence expérimentalement un aspect connu de façon théorique;;
;Capacité;"Concevoir une procédure de test et d'évaluation du système complet en fonction de critères pertinents. Par exemple, évaluer : le taux d'erreur binaire, le débit atteint, le nombre d'utilisateurs, etc;  en fonction de : la longueur d'une ligne ADSL, la charge d'une zone donnée desservie par un AP wifi, la norme de référence utilisée, etc etc";;
;;"C3.3 ""Interagir avec les autres, travailler en équipe""";C3;
;Capacité;Utiliser les outils de conduite de projet (travail en équipe, planning, etc);;
;Connaissance;timeline, communicaton, organisation, suivi;;
;;"C2.9 ""Conduire des projets dans le domaine du numérique""";C2;
;Capacité;Utiliser les outils de conduite de projet (travail en équipe, planning, etc);;
;;"C3.2 ""Travailler, apprendre, évoluer de manière autonome"" ";M3;
;Capacité;"Approfondir un point technique particulier pour être capable de concevoir et développer un programme réalisant la fonction concernée (simulation et/ou implémentation physique sur PC ou système embarqué). Ceci peut impliquer de modéliser un phénomène physique; identifier les entrées/sorties pertinentes et les relations entre elles; développer un algorithme; mettre au point une procédure de test de la fonction.";;
TC-4-I-MGL;;"C2.9 ""Conduire des projets dans le domaine du numérique""";C3;
;Capacité;Savoir présenter et communiquer sur un système informatique complexe avec les outils du génie logiciel;;
