Connaissance	Isolation noyau/application	TC-5-OP3-OSA
Connaissance	Configuration réseau	TC-5-OP3-BED
Connaissance	Protocole de communication numérique sans fil	TC-5-OP3-BED
Connaissance	Maîtriser les outils de programmation embarqué: JTAG, UART, ethernet	TC-5-OP3-BED
Connaissance	Programmation C embarqués	TC-5-OP3-BED
Connaissance	Gestionnaire d'interruption, pilotes de périphériques, OS léger	TC-5-OP3-BED
Connaissance	Administration linux	TC-5-OP3-BED
B1 : Se connaître, se gérer physiquement et mentalement	 2	
Capacité	Présenter des résultats scientifiques à l'écrit, à l'oral et sous forme de poster	TC-3-P-ASDS
B2 : Travailler, apprendre, évoluer de manière autonome	 6	
Capacité	Savoir trouver des documents pertinents et fiables par rapport à un problème posé	TC-3-P-ASDS
Capacité	Analyser la structure et le contenu des différents documents scientifiques	TC-3-P-ASDS
Capacité	Savoir situer un résultat dans un état de l'art	TC-3-P-ASDS
Capacité	Réaliser une étude bibliographique sur un sujet de recherche récent	TC-3-P-ASDS
Capacité	Mettre en place un outil de gestion de projet d'équipe	TC-5-P-PILS
Connaissance	Connaitre des différents types de documents scientifiques, savoir comment ils sont élaborés et être capable d'évaluer leur fiabilité	TC-3-P-ASDS
Connaissance	Connaitre la structure des différents documents scientifiques	TC-3-P-ASDS
Connaissance	Savoir où et comment chercher un document pertinent sur un sujet donné	TC-3-P-ASDS
Connaissance	Connaitre des règles de présentation de résultats scientifiques	TC-3-P-ASDS
B3 : Interagir avec les autres, travailler en équipe	 6	
Capacité	Effectuer une veille technologique sur les frameworks web	TC-3-I-PWEB
Capacité	Mode¿liser, concevoir un syste¿me d'information	TC-3-I-PWEB
Capacité	Intégrer différents outils/frameworks web de programmation front/back-end	TC-3-I-PWEB
Capacité	Effectuer des tests de déploiement à partir d'un use case précis	TC-3-I-PWEB
Capacité	Effectuer une démonstration des fonctionnalités du site déployé	TC-3-I-PWEB
Capacité	Prendre le lead d'un projet	TC-3-P-PALE
Capacité	Interagir avec une équipe, un client	TC-3-P-PALE
Capacité	Utiliser les outils de conduite de projet (travail en équipe, planning, etc)	TC-4-T-PSC
Connaissance	Langage de programmation Web dynamique (python, javascript, PHP, etc)	TC-3-I-PWEB
Connaissance	Modèles de structuration d'application Web (MVC, MVT, Microservices,    etc)	TC-3-I-PWEB
Connaissance	Artistes et specifieurs	TC-3-P-PALE
Connaissance	Marshmallow Challenge	TC-3-P-PALE
Connaissance	timeline, communicaton, organisation, suivi	TC-4-T-PSC
B5 : Agir de manière responsable dans un monde complexe	 4	
Capacité	Enjeux éthiques de la cryptographie	TC-4-I-CSC
Capacité	Evaluer les apports et limites d'un enjeu socio-technique	TC-5-TR-HOPE
Capacité	Transmettre les résultats d'une étude sous forme de partage collectif	TC-5-TR-HOPE
Connaissance	Principe d'utilisation des cryptographies symétrique et asymétrique	TC-4-I-CSC
Connaissance	Architectures de gestion de clé (CA, DANE/TLSA, PGP)	TC-4-I-CSC
Connaissance	Coûts de chiffrement/déchiffrement/attaque	TC-4-I-CSC
Connaissance	Éthique, cryptographie, vie privée	TC-4-I-CSC
Connaissance	Etude sociologique de terrain	TC-5-TR-HOPE
B6 : Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive	 9	
Capacité	Analyser les dimensions technique, sociologique et économique des télécommunications	TC-3-H-CTC1
Capacité	Réaliser une recherche documentaire	TC-3-H-CTC1
Capacité	Réaliser une présentation adaptée à la cible	TC-3-H-CTC1
Capacité	Saisir les grandes lignes d'un exposé scientifique	TC-3-P-DRE
Capacité	Connaître les acteurs d'un laboratoire	TC-3-P-DRE
Capacité	Analyser les dimensions technique, sociologique et économique des télécommunications	TC-3-H-CTC2
Capacité	Réaliser une recherche documentaire	TC-3-H-CTC2
Capacité	Réaliser une présentation adaptée à la cible	TC-3-H-CTC2
Capacité	Rédiger son CV	TC-4-H-RSM
Capacité	Utiliser différents outils et techniques pour rechercher un stage ou un emploi en lien avec son projet professionnel	TC-4-H-RSM
Capacité	Estimer leur charge de travail,	TC-4-S-ENT
Capacité	Travailler en équipe, collaborer	TC-4-S-ENT
Capacité	Rédiger un rapport de projet, une note de synthèse	TC-4-S-ENT
Connaissance	Acquérir une culture générale du secteur des télécoms	TC-3-H-CTC1
Connaissance	Culture générale, communication orale, recherche documentaire	TC-3-H-CTC1
Connaissance	Les activités de l'enseignant-chercheur	TC-3-P-DRE
Connaissance	La vie d'une équipe de recherche	TC-3-P-DRE
Connaissance	Les questions ouvertes sur un sujet scientifique	TC-3-P-DRE
Connaissance	Acquérir une culture générale du secteur des télécoms	TC-3-H-CTC2
Connaissance	Culture générale, communication orale, recherche documentaire	TC-3-H-CTC2
Connaissance	Connaissance du secteur et des métiers des Technologies de l'Information	TC-4-H-RSM
Connaissance	Notions de savoir être, code en entreprise	TC-4-S-ENT
Connaissance	Notions de relations manager, équipe, collaborateur	TC-4-S-ENT
Connaissance	Management de projet, méthodologie Agile	TC-4-S-ENT
TC-C1 : Spécifier, concevoir et modéliser des systèmes de transmission et de traitement des signaux/images/données	 32	
Capacité	Dimensionner et évaluer des codeurs (source/canal)	TC-3-T-CMN
Capacité	Réaliser une modélisation et une analyse fonctionnelles d'un système de transmission numérique	TC-3-T-CMN
Capacité	Evaluer la qualité d'un signal reçu	TC-3-T-CAT
Capacité	Evaluer les principaux paramètres des différentes modulations analogiques	TC-3-T-CAT
Capacité	Caractériser en temps et en fréquence un « signal déterministe »	TC-3-T-SIS
Capacité	Caractériser en temps et en fréquence un « Système Linéaire Temporellement Invariant (SLTI)»	TC-3-T-SIS
Capacité	Choisir la représentation la plus adaptée au signal à étudier et analyser ce signal en temps et en fréquence	TC-3-T-SIS
Capacité	Calculer la sortie d'un SLTI par l'opération de convolution	TC-3-T-SIS
Capacité	Déterminer la sortie d'un système régi par une équation différentielle à cœfficients constants, initialement au repos ou non	TC-3-T-SIS
Capacité	Déterminer la sortie d'un système régi par une équation aux différences à cœfficients constants, initialement au repos ou non	TC-3-T-SIS
Capacité	Calculer la sortie d'un SLTI à l'aide des Transformées (Fourier, Laplace, Z)	TC-3-T-SIS
Capacité	Echantillonner un signal	TC-3-T-SIS
Capacité	Etre capable de modéliser et de concevoir un filtre numérique	TC-3-T-TSA
Capacité	Etre capable d'analyser les propriétés/caractéristiques des filtres numériques	TC-3-T-TSA
Capacité	Réaliser des mesures expérimentales	TC-3-T-TPS
Capacité	Savoir utiliser et manipuler l'instrumentation de laboratoire (générateurs de signaux, oscilloscope, analyseur de spectre)	TC-3-T-TPS
Capacité	Analyser en temps et en fréquence un signal analogique ou numérique	TC-3-T-TPS
Capacité	Implanter des filtres numériques sur des systèmes temps réel	TC-3-T-TPS
Capacité	Caractériser des modulations analogiques (AM et FM), fréquences, puissances (porteuses et modulant), taux de modulation, excursion en fréquence	TC-3-T-TPS
Capacité	Modéliser et caractériser des modulations numériques (BPSK,QPSK, MPSK) sous Simulink	TC-3-T-TPS
Capacité	Démoduler numériquement un signal FM	TC-3-T-TPS
Capacité	Faire un bilan de liaison d'une chaine de transmission radio	TC-3-T-TPS
Capacité	Savoir modéliser et évaluer quelques systèmes simples de trasmission (approches d'accès au canal, des codes correcteurs, retransmissions, etc.) en utilisant des outils analytiques	TC-4-R-PRF
Capacité	Concevoir un système de transmission numérique (point à point) suivant une démarche cohérente et validée, adapté à un canal de transmission	TC-4-T-CNA
Capacité	Optimiser des blocs d'un système de transmission en sachant démontrer ses performances, par la théorie	TC-4-T-CNA
Capacité	Modéliser un signal continu ou discret par un signal approximant	TC-4-T-TIP
Capacité	Modéliser le système phonatoire et le système auditif pour analyser et synthétiser la parôle et l'audio	TC-4-T-TIP
Capacité	Etant donné une problématique (segmentation ou débruitage ou identification ou autre), concevoir une chaîne de traitement d'images pour résoudre cette problématique	TC-4-T-TIP
Capacité	Utiliser un environnement de développement nouveau, type matlab, labview, gnu radio.	TC-4-T-PSC
Capacité	Dans le but de concevoir un émetteur/récepteur respectant un ensemble de critères techniques précisé par le cahier des charges ou une norme à respecter, savoir établir un découpage fonctionnel du projet.	TC-4-T-PSC
Capacité	Approfondir un point technique particulier pour être capable de concevoir et développer un programme réalisant la fonction concernée (simulation et/ou implémentation physique sur PC ou système embarqué). Ceci peut impliquer de modéliser un phénomène physique; identifier les entrées/sorties pertinentes et les relations entre elles; développer un algorithme; mettre au point une procédure de test de la fonction.	TC-4-T-PSC
Capacité	Comprendre les caractéristiques des protocoles de couches 1& 2 des systèmes radio cellulaires ou wlan	TC-4-T-RAN
Capacité	Caractériser les techniques de transmission spécifiques aux liaisons satellites	TC-5-OP1-SAT
Capacité	Caractéristiques des liens radio	TC-5-OP1-SAT
Capacité	Modulation	TC-5-OP1-SAT
Capacité	Comprendre les mécanismes de standardisation	TC-5-OP1-5G
Capacité	Comprendre les enjeux des futurs standards	TC-5-OP1-5G
Capacité	Rédiger une note de lecture sur une nouvelle technologie	TC-5-OP1-5G
Capacité	Appréhender l'évolution technologique	TC-5-OP1-5G
Capacité	Concevoir et Implementer un système de reception radio.	TC-5-OP2-RLO
Capacité	Analyser un standard: identifier les caractéristiques relevantes pour la radio e leurs impacts sur la performance.	TC-5-OP2-RLO
Capacité	Savoir reconnaitre les limitations des techniques employés dans l'implementation d'une chaine radio.	TC-5-OP2-RLO
Capacité	Configurer un chip radio	TC-5-OP3-BED
Connaissance	Caractéristiques des différentes technologies de modulation	TC-3-T-CMN
Connaissance	Modulation analogique	TC-3-T-CMN
Connaissance	Modulation d'amplitude	TC-3-T-CMN
Connaissance	Modulation de fréquence	TC-3-T-CMN
Connaissance	SNR	TC-3-T-CMN
Connaissance	Codage de source, codage de canal	TC-3-T-CMN
Connaissance	Modulation des signaux numériques: par déplacement d'amplitude (MDA), de phase (MDP) et de fréquence (MDF) et modulation QAM.	TC-3-T-CMN
Connaissance	Diagramme de rayonnement	TC-3-T-CAT
Connaissance	Modèle d'un canal radio en espace libre et avec 1 réflexion	TC-3-T-CAT
Connaissance	Caractéristiques des antennes	TC-3-T-CAT
Connaissance	Fonctionnement d'une antenne	TC-3-T-CAT
Connaissance	Gain	TC-3-T-CAT
Connaissance	Propagation en espace libre	TC-3-T-CAT
Connaissance	Modèle à 2 raies	TC-3-T-CAT
Connaissance	Bilan de liaison	TC-3-T-CAT
Connaissance	Fonctionnement d'une fibre optique	TC-3-T-CAT
Connaissance	Caractéristiques d'une fibre optique 	TC-3-T-CAT
Connaissance	Caractéristiques des différentes technologies de modulation	TC-3-T-CAT
Connaissance	Modulation analogique	TC-3-T-CAT
Connaissance	Modulation d'amplitude	TC-3-T-CAT
Connaissance	Modulation de fréquence	TC-3-T-CAT
Connaissance	SNR	TC-3-T-CAT
Connaissance	Représentation des signaux déterministes	TC-3-T-SIS
Connaissance	Signaux particuliers: Dirac, Peigne de Dirac, échelon, sinusoïde, exponentielle complexe	TC-3-T-SIS
Connaissance	Transformation de la variable changement d'échelle, inversion temporelle	TC-3-T-SIS
Connaissance	Corrélation entre les signaux, autocorrélation, intercorrélation	TC-3-T-SIS
Connaissance	Stabilité, causalité, invariance temporelle	TC-3-T-SIS
Connaissance	Réponse impulsionnelle, réponse indicielle	TC-3-T-SIS
Connaissance	Opération de convolution	TC-3-T-SIS
Connaissance	Séries de Fourier,	TC-3-T-SIS
Connaissance	Transformée de Fourier: en temps continu et en temps discret, DFT.	TC-3-T-SIS
Connaissance	Transformée de Laplace, Transformée en Z.	TC-3-T-SIS
Connaissance	Réponse fréquentielle, diagramme de Bode, densité spectrale	TC-3-T-SIS
Connaissance	Fonction de transfert	TC-3-T-SIS
Connaissance	Filtres de 1er ordre et 2nd ordre	TC-3-T-SIS
Connaissance	Filtrage adapté	TC-3-T-SIS
Connaissance	Théorème de l'échantillonnage	TC-3-T-SIS
Connaissance	Signal déterministe, Système Linéaire Temporellement Invariant (SLTI), analyse temporelle et fréquentielle, Transformées, Echantillonnage	TC-3-T-SIS
Connaissance	Les principes du filtrage numérique	TC-3-T-TSA
Connaissance	Les méthodes pour le calcul des filtres numériques	TC-3-T-TSA
Connaissance	Les contraintes liées à l'environnement numérique	TC-3-T-TSA
Connaissance	les méthodes d'évaluation des performances des filtres numériques	TC-3-T-TSA
Connaissance	Signaux et système, filtres numériques, échantillonnage	TC-3-T-TSA
Connaissance	Mesures et analyse de signaux , DSP d'un bruit blanc	TC-3-T-TPS
Connaissance	Caractérisation d'un système (réponse impulsionnelle et fréquentielle)	TC-3-T-TPS
Connaissance	Techniques d'implantation de filtres en temps réel (ligne à retard, buffer circulaire, trame)	TC-3-T-TPS
Connaissance	Etude d'un signal radio, caractéristiques d'une antenne, bilan de liaison, pertes, diagramme de rayonnement.	TC-3-T-TPS
Connaissance	Paramètres d'une modulation numérique: rapidité de modulation, débit, filtres de mise en forme, constellation, diagramme de l'œil, EVM	TC-3-T-TPS
Connaissance	FDATool, Simulink USRP radio, GNU Radio companion, Analyse spectrale	TC-3-T-TPS
Connaissance	Connaître les outils analytiques de modélisation: Chaîne de Markov à temps discret, Chaîne de Markov à temps continu, Files d'attente, Réseaux de file d'attente.	TC-4-R-PRF
Connaissance	Modèle théorique en bande de base d'un système de transmission	TC-4-T-CNA
Connaissance	Modèle d'un canal radio en bande de base	TC-4-T-CNA
Connaissance	Méthodes d'évaluation des performances d'un système de transmission	TC-4-T-CNA
Connaissance	Techniques de transmission en canal réel : codage canal, égalisation, diversité, étalement de spectre, multi-porteuses, MIMO	TC-4-T-CNA
Connaissance	Communications numériques, traitement du signal, codage, égalisation, étalement de spectre, multi-porteuses, MIMO	TC-4-T-CNA
Connaissance	Caractéristiques principales des espaces de représentations des signaux et des images	TC-4-T-TIP
Connaissance	Approximation optimale des signaux et des images	TC-4-T-TIP
Connaissance	Compréhension de la transformée en ondelettes et de l'analyse multi- résolution	TC-4-T-TIP
Connaissance	Traitements de base pour les images	TC-4-T-TIP
Connaissance	Espace de Hilbert, Transformée de Fourier, Transformée Cosinus, Transformée en ondelettes,	TC-4-T-TIP
Connaissance	radio logicielle, multipaths, OFDM	TC-4-T-PSC
Connaissance	Connaître les techniques de l'accès radio cellulaire et de partage des ressources	TC-4-T-RAN
Connaissance	Techniques de multiplexage (TDMA, FDMA, CDMA, OFDMA)	TC-4-T-RAN
Connaissance	Modèle hexagonal pour les réseaux cellulaires	TC-4-T-RAN
Connaissance	Calcul d'interférences	TC-4-T-RAN
Connaissance	Réseaux cellulaire, partage des ressources radio, multiplexage (FDMA, TDMA, CDMA, OFDMA)	TC-4-T-RAN
Connaissance	Connaitre le secteur d'activité lié aux communications par satellites	TC-5-OP1-SAT
Connaissance	Localisation	TC-5-OP1-SAT
Connaissance	Radionavigation	TC-5-OP1-SAT
Connaissance	Collecte de donnée	TC-5-OP1-SAT
Connaissance	Acteurs du marché	TC-5-OP1-SAT
Connaissance	Notion d'orbite	TC-5-OP1-SAT
Connaissance	Défis de la 5G	TC-5-OP1-5G
Connaissance	Processus de standardisation	TC-5-OP1-5G
Connaissance	Technologies émergeantes : massive MIMO, mmWaves, cloud RAN, I.A. dans les réseaux	TC-5-OP1-5G
Connaissance	Fonctionnement approfondi des chaines radio pour les systèmes de communication sans fil.	TC-5-OP2-RLO
Connaissance	Techniques de traitement de signal pour la mise en forme d'un signal radio réel (filtrage, synchronisation, demodulation, etc...).	TC-5-OP2-RLO
Connaissance	GNU Radio et les systèmes de traitement de signal orienté à data-flow.	TC-5-OP2-RLO
Connaissance	Techniques d'implementation de radio logicielle.	TC-5-OP2-RLO
TC-C2 : Spécifier, concevoir et modéliser des réseaux de communication et des protocoles	 20	
Capacité	Choisir la meilleure stratégie de reprise sur erreur dans un réseau	TC-3-R-MAC
Capacité	Décrire le rôle et les fonctionnalités de la couche réseau.	TC-3-R-IP
Capacité	Décrire le rôle et les fonctionnalités de la couche transport	TC-3-R-IP
Capacité	Savoir modéliser un système de réseau en utilisant des outils analytiques	TC-4-R-PRF
Capacité	Savoir simuler un système en utilisant un simulateur à événements discrets	TC-4-R-PRF
Capacité	Savoir évaluer les performances en régime transitoire et stationnaire d'un système en utilisant des outils analytiques ou de simulation.	TC-4-R-PRF
Capacité	Savoir dimensionner un réseau en menant une évaluation de performances adéquate	TC-4-R-PRF
Capacité	Savoir raisonner sur les fondements asynchrones des communications	TC-4-I-SYD
Capacité	Proposer des mécanismes de consensus	TC-4-I-SYD
Capacité	Proposer des solutions d'évolution des architectures de réseaux mobile	TC-4-R-ARM
