GEN-3-ue-OPI1;Outils pour l'ingénieur 1;GEN-3-stats;Statistiques;competence;CE 5 Traiter des données;2
;;;;capacité;Être capable d'estimer les paramètres d'une population (estimation ponctuelle et estimation par intervalle de confiance);
;;;;capacité;Être capable de mettre en place un test d'hypothèse (conformité, comparaison), un test d'ajustement, un test d'indépendance et d'apprécier le risque de se tromper;
;;;;capacité;Être capable de lire les valeurs des probabilités et des variables dans une table statistique;
;;;;capacité;Être capable de réaliser une analyse de la variance à 1 ou 2 facteurs;
;;;;capacité;Être capable de réaliser une analyse de régression linéaire simple;
;;;;connaissance;Connaître les principales lois de probabilité discrètes et continues (binomiale, normale...);
GEN-3-ue-SHS1;SHS 1;GEN-3-genepi-s1;Projet interdisciplinaire GENEPI 1;competence;CT 1 Se connaître, se gérer physiquement et mentalement;3
;;;;competence;CT 2 Travailler, apprendre, évoluer de manière autonome;3
;;;;competence;CT 3 Interagir avec les autres, travailler en équipe;3
;;;;competence;CT 4 Faire preuve de créativité, innover, entreprendre;2
;;;;competence;CT 5 Agir de manière responsable dans un monde complexe;3
;;;;competence;CT 6 Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive;3
;;;;competence;CT 7 Travailler dans un contexte international et interculturel;2
;;;;capacité;Etre capable d'identifier ses modes de fonctionnement (cognitif, physique, relationnel,affectif, informationnel, émotionnel...), les ressorts de sa motivation, ses sources de stress et d'émotions...;
;;;;capacité;Etre capable d'acquérir par soi-même de nouvelles compétences en allant rechercher les ressources nécessaires;
;;;;capacité;Etre capable de s'intégrer dans un groupe, se positionner, construire une relation dynamique au groupe, intégrer de nouveaux membres;
;;;;capacité;"Etre capable de s'engager dans un projet collectif : construire et conduire un projet, le faire évoluer ; prendre conscience de son rôle et de sa responsabilité";
;;;;capacité;Etre capable de communiquer de manière appropriée : transmettre un message, écouter, faire preuve d'empathie, affirmer son point de vue, débattre de façon argumentée;
;;;;capacité;Etre capable d'appréhender les enjeux complexes (dans l'entreprise et dans la société) qui se présentent à l'ingénieur : en saisir les dimensions sociales, sociétales, politiques, économiques, environnementales, éthiques,philosophiques...;
GEN-3-ue-NRJ2;Energie - Procédés 2;GEN-3-hydr;Hydraulique;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CE 3 Mettre en oeuvre une démarche expérimentale;2
;;;;competence;CE 5 Traiter des données;2
;;;;competence;CE 6 Communiquer une analyse ou une démarche scientifique avec des mises en situation adaptées à leur spécialité;2
;;;;competence;CS 1 Concevoir, dimensionner, gérer et optimiser des systèmes énergétiques dans des contextes complexes et variés (ville, industrie, transport);1
;;;;competence;CS 2 Concevoir, dimensionner, et optimiser des installations de génie des procédés;1
;;;;capacité;Etre capable d’effectuer un calcul de pertes de charge régulières et singulières dans une installation. ;
;;;;capacité;Etre capable de trouver les dimensions d’une roue de turbomachine hydraulique afin de répondre à un cahier des charges.;
;;;;capacité;Etre capable de lire des courbes caractéristiques de pompe et de prédire le comportement d’une pompe par une approche de similitude.;
;;;;capacité;Etre capable de prévoir le phénomène de cavitation en amont ou dans une pompe.;
;;;;capacité;Etre capable de prévoir les effets des combinaisons de pompes en série ou en parallèle.;
;;;;connaissance;Connaître les écoulements en conduite : écoulement pleinement établi, théorème de Bernoulli généralisé, calcul de pertes de charge régulières et singulières, mesure de débits.;
;;;;connaissance;Connaître les turbomachines : éléments de cinématiques (triangle des vitesses), modélisation des écoulements dans la roue, caractéristiques d’une turbomachine, point de fonctionnement, similitudes, étude spécifique des pompes et turbines.;
;;;;connaissance;Connaître les circuits hydrauliques : analogie avec circuit électrique, pompes en série et en parallèle, réseaux ouverts et maillés.;
GEN-3-ue-NRJ2;Energie - Procédés 2;GEN-3-thermo;Thermodynamique appliquée;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CE 3 Mettre en oeuvre une démarche expérimentale;2
;;;;competence;CE 5 Traiter des données;2
;;;;competence;CE 6 Communiquer une analyse ou une démarche scientifique avec des mises en situation adaptées à leur spécialité;2
;;;;competence;CS 1 Concevoir, dimensionner, gérer et optimiser des systèmes énergétiques dans des contextes complexes et variés (ville, industrie, transport);1
;;;;competence;CS 2 Concevoir, dimensionner, et optimiser des installations de génie des procédés;1
;;;;capacité;Utiliser les tables et diagrammes thermodynamiques utiles à l'ingénieur;
;;;;capacité;Comprendre un problème typique de la thermodynamique appliquée au génie énergétique ou au génie des procédés, y compris avec des mélanges de fluides dont l'air humide;
;;;;capacité;Formuler ce problème sous forme d'équations, avec des hypothèses appropriées;
;;;;capacité;Comprendre l'interprétation physique de ces équations;
;;;;capacité;Résoudre ces équations et ainsi résoudre le problème;
;;;;connaissance;Les concepts relatifs au 1er et au 2nd principes de la thermodynamique et leurs particularités de mise en œuvre pour des systèmes ouverts;
;;;;connaissance;Les concepts d'exergie et d'analyse exergétique;
;;;;connaissance;Les modèles et équations d'état simples permettant de décrire les propriétés d'un certain nombre de corps purs, y compris en présence d'équilibres de phase;
;;;;connaissance;Les sources usuelles de propriétés thermodynamiques, notamment les tables et diagrammes;
;;;;connaissance;Les modèles ou équations d'états permettant de décrire les propriétés des mélanges, notamment des mélanges de fluides (mono ou polyphasiques);
;;;;connaissance;Les spécificités des mélanges non-idéaux;
;;;;connaissance;Les éléments fondamentaux de la psychrométrie (thermodynamique de l'air humide);
GEN-3-ue-NRJ2;Energie - Procédés 2;GEN-3-tm;Transfert de matière;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CS 1 Concevoir, dimensionner, gérer et optimiser des systèmes énergétiques dans des contextes complexes et variés (ville, industrie, transport);1
;;;;competence;CS 2 Concevoir, dimensionner, et optimiser des installations de génie des procédés;1
;;;;capacité;Etre capable d'effectuer un bilan matière;
;;;;capacité;Etre capable d'appliquer la loi de fick;
;;;;capacité;Etre capable de calculer un coefficient de diffusion des gaz et des liquides;
;;;;capacité;Etre capable de déterminer des coefficients de transfert de matière  et calculer les flux de ransfert.;
;;;;capacité;Etre capable d'utiliser les bonnes corrélations permettant de calculer les coefficients de transfert de matière pour différentes géométries.;
;;;;connaissance;Connaitre la loi de Fick et savoir l'appliquer;
;;;;connaissance;Connaitre les bilans matière (global et local);
;;;;connaissance;Connaitre les différents modèles de transfert de matière et en particulier celui du double film;
GEN-3-ue-ENV2;Environnement 2;GEN-3-tdsp;Traitements déchets et sols;competence;CS 4 Intégrer les grands enjeux environnementaux dans les stratégies de développement des systèmes anthropiques;1
;;;;competence;CS 5 Utiliser les systèmes de management et les outils d'analyse dans le cadre d’une démarche de Développement Durable et de Responsabilité Sociétale des organisations : aspects normatif, socio-économique, financier et technique;1
;;;;capacité;1- Capacité à mobiliser ses connaissances ci-dessus pour développer des arguments de base en vue de proposer des solutions techniques et organisationnelles adaptées à leur bonne gestion;
;;;;capacité;2- Capacité à intégrer des connaissances nouvelles (microbiologie) à d'autres connaissances acquises par ailleurs dans le cursus de formation pour comprendre le fonctionnement des écotechnologies.;
;;;;connaissance;1- Connaitre les grandes lignes du contexte réglementaire de la gestion des déchets en France;
;;;;connaissance;2- Connaitre les différentes filières pour la gestion et le traitement des déchets, dont celles visant à les considérer comme des ressources alternatives;
;;;;connaissance; 3- Connaitre les principes de base de biochimie et de microbiologie permettant de comprendre la mise en œuvre des traitements biologiques;
;;;;connaissance;4- Connaitre les enjeux du traitement biologique des déchets organiques, les potentialités de valorisation matière ou énergie, et le principe des traitements envisageables.;
;;;;connaissance;5- Connaitre les enjeux du traitment biologique des déchets organiques, les potentialités de valorisation correspondantes, et le principe des traitements envisageables;
;;;;connaissance;6- Connaitre les spécifités et enjeux des sites et sols pollués, et les facteurs clés permettant de décrire le devenir des polluants dans les sols et sous-sols dans une démarche d'analyse de srisques.;
GEN-3-ue-ENV2;Environnement 2;GEN-3-eau;Traitements effluents liquides;competence;CS 4 Intégrer les grands enjeux environnementaux dans les stratégies de développement des systèmes anthropiques;1
;;;;capacité;Savoir définir une filière de traitement d’un effluent liquide selon les différents types de pollutions contenues dans l’effluent, et selon les objectifs de qualité à atteindre.;
;;;;capacité;Savoir définir une filière permettant de produire une eau stable et claire, une eau potable ou une eau ultra pure.;
;;;;connaissance;Connaitre les procédés de traitement les plus classiquement utilisés pour le traitement des effluents liquides;
;;;;connaissance;connaitre les procédés de traitement les plus classiquement utilisés pour le traitement de l’eau avant son utilisation;
GEN-3-ue-ENV2;Environnement 2;GEN-3-TTDEG;Traitements thermiques des déchets et traitements des effluents gazeux;competence;CS 4 Intégrer les grands enjeux environnementaux dans les stratégies de développement des systèmes anthropiques;1
;;;;capacité;Etre capable de décrire et distinguer les différents procédés de traitement thermique des déchets en vue d'une valorisation énergétique;
;;;;capacité;Etre capable d'expliquer les enjeux de la co-incinération et des combustibles solides de récupération;
;;;;capacité;Etre capable de décrire les différentes formes de pollution et leurs principales sources;
;;;;capacité;Etre capable de décrire et différencier les principaux procédés de traitement des fumées;
;;;;connaissance;Connaitre le fonctionnement et les enjeux de l'incinération des déchets;
;;;;connaissance;Connaitre les caractéristiques de la pyrolyse et de la gazéification des déchets;
;;;;connaissance;Connaitre la filière co-incinération des déchets en cimenterie ou en four dédié;
;;;;connaissance;Connaitre les différents polluants atmosphériques;
;;;;connaissance;Connaitre les différentes formes de pollution atmosphérique;
;;;;connaissance;Connaitre les procédés de traitement des fumées;
GEN-3-ue-OPI2;Outils pour l'ingénieur 2;GEN-3-cdp;Commande ;competence;CS 3 Maitrise des outils de calcul permettant d’analyser, de modéliser ou de contrôler un système énergétique ou un procédé;1
;;;;capacité;Etre capable de modéliser un procédé en vue de le commander efficacement;
;;;;capacité;Etre capable de choisir une architecture de régulation / asservissement;
;;;;capacité;Etre capable de déterminer les paramètres de réglage des correcteurs pour respecter un cahier des charges;
;;;;capacité;Etre capable de prévoir la réponse temporelle d'un système bouclé;
;;;;connaissance;Connaître le principe de la régulation / asservissement d'un système commandé;
;;;;connaissance;Connaître les méthodes de réglage des correcteurs;
GEN-3-ue-OPI2;Outils pour l'ingénieur 2;GEN-3-msphy;Mesures physiques;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;M
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;M
;;;;competence;CE 3 Mettre en oeuvre une démarche expérimentale;2
;;;;competence;CE 4 Concevoir un système répondant à un cahier des charges;1
;;;;competence;CE 5 Traiter des données;M
;;;;competence;CS 3 Maitrise des outils de calcul permettant d’analyser, de modéliser ou de contrôler un système énergétique ou un procédé;1
;;;;capacité;Etre capable de choisir un capteur adapté dans un catalogue fournisseur;
;;;;capacité;Etre capable d'utiliser un capteur de manière fiable ;
;;;;capacité;Etre capable d'analyser le résultat d'une mesure;
;;;;connaissance;Connaitre le principe et les notions liés aux chaînes de mesure;
;;;;connaissance;Connaître les principaux types de capteurs couramment utilisés dans l'industrie;
GEN-3-ue-OPI2;Outils pour l'ingénieur 2;GEN-3-mod;Modélisation multiphysique;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CE 5 Traiter des données;2
;;;;competence;CS 3 Maitrise des outils de calcul permettant d’analyser, de modéliser ou de contrôler un système énergétique ou un procédé;1
;;;;capacité;Être capable de travailler sous matlab : tracer des courbes, les exporter, sauvegarder des données, appliquer la dérivation et l'intégration;
;;;;capacité;Être capable de mettre en œuvre sous matlab les méthodes de résolution des systèmes linéaires et les valider;
;;;;capacité;Être capable de mettre en œuvre sous matlab les méthodes pour le lissage polynomial et les valider;
;;;;capacité;Être capable de bien utiliser la fonction ode45 de matlab;
;;;;capacité;Etre capable de mettre en œuvre une méthode nodale sous environnement VBA ou matlab;
;;;;capacité;Être capable d'utiliser ces méthodes pour résoudre des problèmes physiques du GEN;
;;;;connaissance;Connaître l'environnement matlab;
;;;;connaissance;Connaître les méthodes élémentaires pour la résolution des systèmes linéaires;
;;;;connaissance;Connaître les méthodes pour le lissage polynomial;
;;;;connaissance;Connaître la résolution des équations différentielles ordinaires;
GEN-3-ue-SHS2;SHS 2;GEN-3-genepi-s2;Projet interdisciplinaire GENEPI 2;competence;CT 1 Se connaître, se gérer physiquement et mentalement;3
;;;;competence;CT 2 Travailler, apprendre, évoluer de manière autonome;3
;;;;competence;CT 3 Interagir avec les autres, travailler en équipe;3
;;;;competence;CT 4 Faire preuve de créativité, innover, entreprendre;2
;;;;competence;CT 5 Agir de manière responsable dans un monde complexe;3
;;;;competence;CT 6 Se situer, travailler, évoluer dans une entreprise, une organisation socio-productive;3
;;;;competence;CT 7 Travailler dans un contexte international et interculturel;2
;;;;capacité;Etre capable d'identifier ses modes de fonctionnement (cognitif, physique, relationnel,affectif, informationnel, émotionnel...), les ressorts de sa motivation, ses sources de stress et d'émotions...;
;;;;capacité;Etre capable d'acquérir par soi-même de nouvelles compétences en allant rechercher les ressources nécessaires;
;;;;capacité;Etre capable de s'intégrer dans un groupe, se positionner, construire une relation dynamique au groupe, intégrer de nouveaux membres;
;;;;capacité;"Etre capable de s'engager dans un projet collectif : construire et conduire un projet, le faire évoluer ; prendre conscience de son rôle et de sa responsabilité";
;;;;capacité;Etre capable de communiquer de manière appropriée : transmettre un message, écouter, faire preuve d'empathie, affirmer son point de vue, débattre de façon argumentée;
;;;;capacité;Etre capable d'appréhender les enjeux complexes (dans l'entreprise et dans la société) qui se présentent à l'ingénieur : en saisir les dimensions sociales, sociétales, politiques, économiques, environnementales, éthiques,philosophiques...;
GEN-4-ue-ENV1;Procédés 1;GEN-4-echang;Echangeurs thermiques;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CE 3 Mettre en oeuvre une démarche expérimentale;2
;;;;competence;CE 4 Concevoir un système répondant à un cahier des charges;2
;;;;competence;CE 5 Traiter des données;2
;;;;competence;CS 1 Concevoir, dimensionner, gérer et optimiser des systèmes énergétiques dans des contextes complexes et variés (ville, industrie, transport);2
;;;;competence;CS 2 Concevoir, dimensionner, et optimiser des installations de génie des procédés;2
;;;;capacité;Etre capable de sélectionner des échangeurs adéquats parmi les catalogues constructeurs en fonction de l'application visée.;
;;;;capacité;Etre capable de caractériser les performances et les caractéristiques propres d’un échangeur en  fonctionnement ;
;;;;capacité;Etre capable de dimensionner des échangeurs simples, via le calcul d’un coefficient d’échange global et les méthodes du DTLM et du NUT;
;;;;capacité;Etre capable de comprendre et d’analyser leur rôle au sein de systèmes thermiques plus complexes (assemblage d’échangeurs et analyses exégétiques).;
;;;;connaissance;Connaitre les différentes technologies d’échangeurs, leurs spécificités , ainsi que le vocabulaire associé;
;;;;connaissance;Connaitre les phénomènes physiques associés aux échangeurs et les notions associés (pertes de charges, rendement énergétique et exergétique, efficacité);
;;;;connaissance;Connaitre et savoir utiliser les outils pour l’ingénieur disponibles pour prédire les performances d’un échangeur (transferts thermiques et mécaniques des fluides);
GEN-4-ue-ENV1;Procédés 1;GEN-4-rea;Intro au génie de la réaction chimique ;competence;CE 1 Analyser un système (ou un problème) réel ou virtuel;2
;;;;competence;CE 2 Exploiter un modèle d'un système réel ou virtuel;2
;;;;competence;CE 3 Mettre en oeuvre une démarche expérimentale;2
;;;;competence;CE 5 Traiter des données;2
;;;;competence;CE 6 Communiquer une analyse ou une démarche scientifique avec des mises en situation adaptées à leur spécialité;2
;;;;competence;CS 2 Concevoir, dimensionner, et optimiser des installations de génie des procédés;2
;;;;capacité;Etre capable d'écrire un bilan matière sur un réacteur idéal ouvert, fermé ou semi-fermé;
;;;;capacité;Etre capable de dimensionner et prévoir les performances de réacteurs chimiques idéaux en milieu indilatable et dilatable;
