Biologie,,,,Compétences Ecoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
Biologie Cellulaire,BS-3-BB.BIOCEL.S1,2,BS-BB-3-BIO_S1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,"Intégrer des connaissance en biologie cellulaire pour formuler des hypothèses (7,11) ; comprendre la structure de la cellule pour développer des protocoles de marquage (12)",biologie cellulaire (11),"A l'issue de ce module l'étudiant devra être en mesure de connaitre les différents constituants de la cellule eucaryote, leur organisation en compartiments et leur fonction au cours de la division, la différentiation, la mort cellulaire ou la cancérogénèse.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anatomie Pratique,BS-3-BB.ANAPRA.S1,2,BS-BB-3-BIO_P_S1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,"Intégrer les concepts de l'anatomie de l'animal de laboratoire pour développer des protocoles d'expérimentation en physiologie (7,11) ; disséquer un organe ou un tissu (11)",anatomie (11),Fournir les rappels généraux sur le fonctionnement des organes et les bases de l'anatomie du petit animal de laboratoire en tant que complément du cours de physiologie et de biochimie.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biologie Générale,BS-3-BB.BIOGEN.S2,1,BS-BB-3-BIO_S2,,,,,,,2,,,2,2,,,,3,,,,,,2,,,,,,,,"Intégrer des connaissance en biologie générale pour formuler des hypothèses (7,11,12) ; comprendre la diversité des organismes et leur complexités pour participer à des études environnementales (22)","biodiversité, écologie, évolution (7,22)","A l'issue de ce module les étudiants devront être en mesure d'apprécier les concepts et les connaissances associés à la biodiversité afin de leur permettre de travailler sur des problématiques intégrées en écologie, en agronomie et en médecine notamment.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
Génétique,BS-3-BB.GENET.S2,1,BS-BB-3-BIO_S2,,,,,,,2,,,,2,,,,3,,,,,,,,,,,,,,"Mettre en œuvre les concepts de la génétique pour formuler des hypothèses fonctionneelle et en évolution (7,16)",génétique et épigénétique (7),"A l'issue de ce module l'étudiant connaitra les concepts de la génétique quantitative et moléculaire, et de l'épigénétique, pour travailler sur des problématiques intégrées en écologie, agronomie et santé.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biodiversité des organismes modèles,BS-3-BB.BIODIV.S2,2,BS-BB-3-BIO_P_S2,,,,,,,,,,3,3,,,,,,,,,,,,,M,,,,,Expérimenter sur des modèles animaux (11) ; Réaliser des marquage et observer au microscope (12),"Biodiversité, anatomie, physiologie (11)","A l'issue de ce module l'étudiant doit être capable de :
- Argumenter sur les avantages et inconvénients des principaux organismes modèles par rapport à l'étude d'un problème biologique donné (fondamental ou appliqué) 
- Faire la synthèse des principales techniques d'analyses fonctionnelles pouvant être mises en œuvre lors de l'approche génétique d'un problème biologique
- Expliquer le principe des techniques d'analyses fonctionnelles utilisées dans les différents organismes modèles.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunologie Fondamentale et Appliquée,BS-4-BB.IMFOND.S1,2,BS-BB-4-BIO_S1,,,,,,,,,,,2,,,,,,,2,3,,,,,,,,,,"Comprendre le fonctionnement du système immunitaire pour développer des protocole de recherche en santé et développer des techniques d'immunomarquages en exploration fonctionnelle (7,20)",Organisation du système immunitaire et applications industrielles (notamment les vaccins),"OBJECTIFS :
Ce cours présente les éléments modernes de base - cellulaires et moléculaires- de l'immunologie, permettant aux étudiants de comprendre l'organisation et le fonctionnement du système immunitaire. Un chapitre spécial est attribué aux concepts et techniques immunologiques et leurs applications dans la recherche et l'industrie.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immunologie Fondamentale et Appliquée TP,BS-4-BB.IMFONDTP.S1,1,BS-BB-4-BIOP_S1,,,,,,,2,,,,3,,,,,2,,3,3,,,,M,M,,,,,"Comprendre le fonctionnement du système immunitaire pour développer des protocole de recherche en santé et développer des techniques d'immunomarquages en exploration fonctionnelle (12,20)",Bonnes pratiques de laboratoire (17) ; Organisation du système immunitaire et applications industrielles (notamment les vaccins),A l'issue de ce cours l'étudiant devra être capable de mettre en oeuvre des protocole expérimentaux en immunologie. Il devra savoir en analyser les points forts et les faiblesses et leurs atouts relatifs. Il devra être capable d'analyser les résultats en tenant compte de la problématique des réactions croisées.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biologie & Sciences Humaines,BS-4-BB.BIOSH.S2,2,BS-BB-4-BIO_S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Objectifs :
Présenter les problèmes principaux et les différentes théories concernant l'évolution des organismes.

Objectifs :Explorer les représentations et aux imaginaires liés aux biotechnologies ainsi que les problématiques éthiques","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
Biologie du Développement,BS-4-BB.BIODEV.S2,2,BS-BB-4-BIO_S2,,,,,,,2,,,2,2,,,,3,,,,,,,,,,,,,,"Mettre en œuvre les concepts de la biologie du développement pour formuler des hypothèses fonctionnelles et en évolution (7,12,16)","biologie du développement, morphogénèse (7,11)","A l'issue de ce cours les étudiants doivent être en mesure d'intégrer le dévelopement des organismes dans des analyses physiologiques, génétique ou de biologie moléculaire.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biotechnologies & Imagerie Cellulaire,BS-4-BB.BIOIMC.S2,7,BS-BB-4-BIOP_S2,2,2,,,2,2,2,,2,3,3,2,2,3,,2,3,3,,,,,M,M,,,,,Expérimenter sur des modèles cellulaires (11) ; ; Réaliser des marquage et observer au microscope (12) ; Réaliser un protocole de transgénèse végétale (11) ; Analyser des données de la biologie à haut débit (18),"Bonnes pratiques de laboratoire (17),Techniques de génie génétique et d'analyse de l'expression des gènes incluant notamment la PCR, la RT-PCR, la qPCR, le séquençage à haut débit (NGS) et la transgénèse (11,18)","OBJECTIFS :
En parallel à la formation dispensée en microbiologie, ce module permettra aux étudiants d'integrer les concepts fondamentaux et appliqués des cellules eucaryotes (immunité, apoptose, transgenèse), de comprendre les points communs et différents entre Eucaryotes et Procaryotes et de manipuler les technologies actuelles en biologie cellulaire (culture de cellules animales et végétales, transgenèse, induction de l'apoptose, imagerie cellulaire) et moléculaire (hybridations des acides nucléiques, PCR).
Familiariser les étudiants aux fonctions et aux concepts des cellules Eucaryotes comme l'immunité, l'apoptose et la transgenèse,
Enseigner les techniques en biologie cellulaire et moléculaire et en imagerie cellulaire,
Aborder les techniques et les aspects éthiques de la transgenèse,
Sensibiliser les étudiants à l'évolution des technologies et nanotechnologies à la frontière des disciplines.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biologie & Physiologie Végétales,BS-5-BB.BIOVEG.S1,1,BS-BB-5-BIO_S1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,"Intégrer les spécificités de la biologie végétale pour travailler dans le domaine de l'agronomie (11,22)",biologie végétale (11),"Acquérir les bases biologiques et évolutives du règne végétal et connaître la physiologie des plantes à fleurs (Angiospermes) pour pouvoir les manipuler et les utiliser en Biotechnologie.
Présenter les concepts fondamentaux du règne végétal et la physiologie de développement et de reproduction des plantes à fleurs.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biologie Cellulaire,BS-3-BIM.BIOCEL.S1,2,BIM-3-BIOSC_S1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,"Intégrer des connaissance en biologie cellulaire pour formuler des hypothèses (7,11) ; comprendre la structure de la cellule pour développer des protocoles de marquage (12)",biologie cellulaire (11),A l'issue de ce module l'étudiant devra être capable de s'intégrer dans une problématique de recherche ou de production  (dialogue avec les spécialistes) dans le domaine de la biologie cellulaire.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
Biologie Générale,BS-3-BIM.BIOGEN.S1,2,BIM-3-BIOSC_S1,,,,,,,2,,,1,2,,,,2,,,,,,2,,,,,,,,"Intégrer des connaissance en biologie générale pour formuler des hypothèses (7,11,12) ; comprendre la diversité des organismes et leur complexités pour participer à des études environnementales (22)","biodiversité, écologie, évolution (7,22)",A l'issue de ce module l'étudiant devra être capable de s'intégrer dans un programme de recherche ou de développement en biologie (discussion avec les spécialistes) et également de mettre en oeuvre et/ou de participer à des expérimentations.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
Biologie Générale TP S1,BS-3-BIM.BIOGENTP.S1,2,BIM-3-BIOSC_S1,,,,,,,,,,3,,,,,,2,,,,,2,,M,M,,,,,"Réaliser un protocole de transgénèse végétale (11), Manipuler des microorganismes (11) déterminer les besoins physiologiques de microorganismes (12) Analyser le dévelloppement des bactéries en fonction de leur environnement (1) Calculer les paramètres de la croissance bactérienne (9, 3)",biologie cellulaire (11) ; Bonnes pratiques de laboratoire (17),"A l'issue de ce module l'étudiant devra être capable de s'intégrer dans un programme de recherche ou de développement en biologie (discussion avec les spécialistes) et également de mettre en oeuvre et/ou de participer à des expérimentations.
Les objectifs pédagogiques des TP sont :
- de mettre les étudiants en conditions de travail expérimentale (biologie végétale et microbiologie, travail en conditions stériles), 
- de faire réfléchir les étudiants sur les Organismes Génétiquement Modifiés et les biotechnologie en microbiologie.","Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biologie Générale TP,BS-3-BIM.BIOGENTP.S2,1,BIM-3-BIOSC_S2,,,,,,,,,,3,2,,,,,2,,,,,,,M,M,,,,,Expérimenter sur des modèles cellulaires (11) ; Réaliser des marquage et observer au microscope (12),Bonnes pratiques de laboratoire (17),A l'issue de ce module l'étudiant devra être capable d'appréhender les difficulté techniques liées à l'expérimentation et également de participer à l'expérimentation en physiologie animale et en biologie cellulaire.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Génétique & Dynamique des Populations,BS-4-BIM.GENDP.S1,4,BIM-4-BIOSC_S1,1,1,,,,,2,,,,,2,3,3,1,,3,,,,1,,,,,,,,"Choisir et mettre en œuvre une démarche de modélisation en écologie en utilisant des outils statistiques adaptés (13,15,16,22). Comprendre et analyser les modèles de génétique de populations.","génétique, évolution, écologie (7,11,22)",A l'issue de ce module l'étudiant devra être capable de s'intégrer en tant que modélisateur dans une équipe de recherche en écologie/génétique des populations ou dans un organisme privé de gestion de l'environement et des populations.,"Cet EC mobilise les compétences ci-dessous (niveau) et les capacités associés








Les connaissances associées à l'EC cours sont :
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
